06300,18163,폐인 아머, = ,12007, ,커먼 골렘 코어, ( ? 개 ), + ,12190, ,고분자 실, ( ? 개 ), + ,15004, ,폐인의 증표(금), ( ? 개 ),,,,,,,,,,,,,,,
06301,06442,흉포한 장갑, = ,00260, ,차가운 살가죽, ( ? 개 ), + ,00261, ,날카로운 이빨, ( ? 개 ), + ,03147, ,쇠바늘, ( ? 개 ),,,,,,,,,,,,,,,
06302,09465,타락의 피, = ,03260, ,농축폐기물 찌꺼기, ( ? 개 ), + ,03409, ,산성 피, ( ? 개 ), + ,06394, ,폴른 엔젤 파우더, ( ? 개 ),,,,,,,,,,,,,,,
06303,18213,광기의 용린, = ,12353, ,광기의 혈액, ( 3 개 ), + ,15293, ,아이스 엘레멘트 시드, ( ? 개 ), + ,15332, ,뮤턴트 드래곤 스케일, ( ? 개 ),,,,,,,,,,,,,,,
06304,12368,재복의 옥상, = ,06312, ,망치, ( ? 개 ), + ,06426, ,옥 바위, ( ? 개 ), + ,12165, ,행운의 박씨, ( ? 개 ),,,,,,,,,,,,,,,
06305, [ 12377 ] ,윈드 매터리얼 큐브, = ,03226, ,녹색 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06306,09467,미라클 파우더, = ,06362, ,고무망치, ( ? 개 ), + ,06441, ,검은 주머니, ( ? 개 ), + ,09428, ,별의 결정, ( ? 개 ),,,,,,,,,,,,,,,
06307, [ 12371 ] ,아다만튬 링, = ,03243, ,뺀찌, ( 2 개 ), + ,06374, ,원형질 융해제, ( 1 개 ), + ,09209, ,아다만튬, ( 3 개 ),,,,,,,,,,,,,,,
06308, [ 15337 ] ,베타 프로텍터 슈츠, = ,12002, ,나노 제너레이터, ( 2 개 ), + ,12347, ,모듈 칩 시리즈 β, ( 1 개 ), + ,15229, ,기계 큐브, ( 2 개 ),,,,,,,,,,,,,,,
06309,12369,Ex 토이, = ,09001, ,오래된 장난감, ( ? 개 ), + ,09148, ,강력 염산, ( ? 개 ), + ,09216, ,강력 화약, ( ? 개 ),,,,,,,,,,,,,,,
06310,09466,검은 천 텐트, = ,03267, ,검은 천, ( ? 개 ), + ,06263, ,금가위, ( ? 개 ), + ,06348, ,명주실, ( ? 개 ),,,,,,,,,,,,,,,
06311,21052,앵화잔영검, = ,18221, ,마영즙, ( ? 개 ), + ,18241, ,에인션트 페어리 파우더, ( ? 개 ), + ,18237, ,잔영검, ( ? 개 ),,,,,,,,,,,,,,,
06312,15339,δ 펄서 블래스터, = ,12294, ,서펜타인 필터, ( ? 개 ), + ,12349, ,모듈 칩 시리즈 δ, ( ? 개 ), + ,15264, ,마그네틱 펄서, ( ? 개 ),,,,,,,,,,,,,,,
06313, [ 12379 ] ,마인드 매터리얼 큐브, = ,03228, ,노란 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06314,06443,피사탕, = ,03033, ,오크용 응급치료 가루, ( ? 개 ), + ,03385, ,알사탕, ( ? 개 ), + ,03413, ,피주머니, ( ? 개 ),,,,,,,,,,,,,,,
06315,15340,아다만튬 브레슬릿, = ,09160, ,홀리 코팅 연고, ( ? 개 ), + ,12197, ,드림 젬스톤, ( ? 개 ), + ,12371, ,아다만튬 링, ( ? 개 ),,,,,,,,,,,,,,,
06316, [ 12372 ] ,파이어 매터리얼 큐브, = ,03224, ,붉은 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06317,21043,, = ,18152, ,스피릿 오브, ( ? 개 ), + ,18188, ,혼백의 불꽃, ( ? 개 ), + ,18195, ,"블러드 윙 ""붉은부리"" 레어", ( ? 개 ),,,,,,,,,,,,,,,
06318,15341,정적의 인장, = ,09173, ,금지된 인장, ( ? 개 ), + ,09439, ,청은액, ( ? 개 ), + ,12250, ,루나리움, ( ? 개 ),,,,,,,,,,,,,,,
06319,,, = ,15161, ,정체 불명의 마법서, ( ? 개 ), + ,15167, ,실버펜타클, ( ? 개 ), + ,15319, ,"112번 합성, 아마 돌바가지", ( ? 개 ),,,,,,,,,,,,,,,
06320, [ 12381 ] ,아스트랄 매터리얼 큐브, = ,03229, ,보라색 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06321,18222,크림슨 울프 클락, = ,09450, ,붉은 원시 부적, ( ? 개 ), + ,15217, ,벨벳 망토, ( ? 개 ), + ,15308, ,진홍 늑대 가죽, ( ? 개 ),,,,,,,,,,,,,,,
06322,15342,퓨어 페어리 파우더, = ,03142, ,믹서기, ( ? 개 ), + ,09275, ,드림 피스, ( ? 개 ), + ,09463, ,페어리 파우더, ( ? 개 ),,,,,,,,,,,,,,,
06323,06444,투스 아뮬렛, = ,00143, ,나일론 실, ( ? 개 ), + ,00261, ,날카로운 이빨, ( ? 개 ), + ,03006, ,유리 구슬, ( ? 개 ),,,,,,,,,,,,,,,
06324,,, = ,12352, ,가시달린 가죽, ( ? 개 ), + ,15010, ,블러드 매니퓰레이터, ( ? 개 ), + ,15309, ,킬러 크로우, ( ? 개 ),,,,,,,,,,,,,,,
06325, [ 12375 ] ,어스 매터리얼 큐브, = ,03227, ,갈색 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06326,12370,오리할콘 미사일, = ,06032, ,백색 폭탄 조각, ( ? 개 ), + ,09215, ,오리할콘 덩어리, ( ? 개 ), + ,09407, ,가스 스톤, ( ? 개 ),,,,,,,,,,,,,,,
06327,15344,α 서쳐 고글, = ,12207, ,IC회로, ( ? 개 ), + ,12312, ,투시안경, ( ? 개 ), + ,12346, ,모듈 칩 시리즈 α, ( ? 개 ),,,,,,,,,,,,,,,
06328, [ 12382 ] ,워터 매터리얼 큐브, = ,03225, ,푸른 로브, ( 4 개 ), + ,06420, ,스피릿 큐브, ( 2 개 ), + ,09447, ,키메라 셀, ( 3 개 ),,,,,,,,,,,,,,,
06329,12376,그레이 매터리얼 큐브, = ,03230, ,괴상한 천, ( ? 개 ), + ,06420, ,스피릿 큐브, ( ? 개 ), + ,09447, ,키메라 셀, ( ? 개 ),,,,,,,,,,,,,,,
06330,21048,초악마의 지식, = ,18032, ,카피 브레인, ( ? 개 ), + ,18161, ,막장액, ( ? 개 ), + ,18226, ,대악마의 지식, ( ? 개 ),,,,,,,,,,,,,,,
06331,15421,스페이스리움 테이프, = ,12222, ,스페이스리움, ( ? 개 ), + ,12249, ,로얄 젤리, ( ? 개 ), + ,12430, ,아다만튬 테이프, ( ? 개 ),,,,,,,,,,,,,,,
06332, [ 12435 ] ,죄의 강철수갑, = ,06458, ,강철 팔목보호대, ( 2 개 ), + ,09480, ,죄의 증거, ( 2 개 ), + ,09285, ,영액, ( 3 개 ),,,,,,,,,,,,,,,
06333,21097,퓨엘리움 테이프, = ,15278, ,스피리츄얼 툴, ( 3 개 ), + ,18034, ,퓨엘리움 덩어리, ( 3 개 ), + ,18311, ,크로듐 테이프, ( 1 개 ),,,,,,,,,,,,,,,
06334,15434,, = ,09388, ,지저스 고추, ( ? 개 ), + ,09508, ,아주 매우 생강, ( ? 개 ), + ,12155, ,절장액, ( ? 개 ),,,,,,,,,,,,,,,
06335,00018,강화 추적쟁반, = ,15394, ,추격의 원반, ( ? 개 ), + ,15399, ,개조 쟁반, ( ? 개 ), + ,15412, ,po기어wer, ( ? 개 ),,,,,,,,,,,,,,,
06336,09499,강철 테이프, = ,03074, ,철판, ( ? 개 ), + ,06387, ,실리콘 본드, ( ? 개 ), + ,06473, ,초강력 테이프, ( ? 개 ),,,,,,,,,,,,,,,
06337, [ 12434 ] ,맹독 사골탕면, = ,03162, ,육개장 왕 사발면, ( 2 개 ), + ,03361, ,생수, ( 2 개 ), + ,12396, ,맹독 뼈다귀, ( 1 개 ),,,,,,,,,,,,,,,
06338,18323,秘連劍, = ,12437, ,"연검 소재, 124번 레시피", ( ? 개 ), + ,15388, ,연검류비전서, ( ? 개 ), + ,15305, ,혈옥, ( ? 개 ),,,,,,,,,,,,,,,
06339,18333,Ex알파레이 라이플, = ,15193, ,알파레이 라이플, ( ? 개 ), + ,12431, ,엘리멘트 드라이버, ( ? 개 ), + ,15421, ,스페이스리움 테이프, ( ? 개 ),,,,,,,,,,,,,,,
06340, [ 12427 ] ,네이쳐스 킬러 반지, = ,06459, ,검은 나뭇잎, ( 2 개 ), + ,06460, ,네이쳐스 시어 반지, ( 2 개 ), + ,12036, ,분노 에센스, ( 1 개 ),,,,,,,,,,,,,,,
06341, [ 09511 ] ,야릇한 팔찌, = ,03433, ,꽃가루 주머니, ( 2 개 ), + ,06084, ,재수옴, ( 3 개 ), + ,06458, ,강철 팔목보호대, ( 2 개 ),,,,,,,,,,,,,,,
06342, [ 21086 ] ,네이쳐스 시어 예언서 (완전본), = ,18289, ,네이쳐스 시어 예언서(전), ( 1 개 ), + ,18290, ,네이쳐스 시어 예언서(후), ( 1 개 ), + ,18308, ,네이쳐스 시어의 비밀인장, ( 2 개 ),,,,,,,,,,,,,,,
06343, [ 15433 ] ,고급 무녀복, = ,15416, ,고급 무녀복 소재, ( 1 개 ), + ,09012, ,진짜 무녀복, ( 2 개 ), + ,09027, ,천수관은 놀의 옷, ( 2 개 ),,,,,,,,,,,,,,,
06344, [ 06474 ] ,실버 드라이버, = ,03211, ,은침, ( 2 개 ), + ,03378, ,드라이버, ( 8 개 ), + ,06306, ,은판, ( 1 개 ),,,,,,,,,,,,,,,
06345, [ 09506 ] ,떡밥 믹스, = ,06465, ,인간용 떡밥, ( 1 개 ), + ,06466, ,어부용 떡밥, ( 1 개 ), + ,03142, ,믹서기, ( 1 개 ),,,,,,,,,,,,,,,
06346,24044,, = ,21083, ,9249번 레시피, ( ? 개 ), + ,21046, ,파이널리티 머신 w 레어, ( ? 개 ), + ,21026, ,이온 제너레이터, ( ? 개 ),,,,,,,,,,,,,,,
06347,09502,블래스터 박스, = ,03349, ,폭발성 촉매제, ( ? 개 ), + ,06420, ,스피릿 큐브, ( ? 개 ), + ,06422, ,궤짝, ( ? 개 ),,,,,,,,,,,,,,,
06348,09498,니들 슈팅 글로브, = ,03318, ,벌침, ( ? 개 ), + ,03416, ,굵직한 가지, ( ? 개 ), + ,03440, ,조각용 칼, ( ? 개 ),,,,,,,,,,,,,,,
06349,12436,벌의 강철수갑, = ,06458, ,강철 팔목보호대, ( ? 개 ), + ,09481, ,벌의 증거, ( ? 개 ), + ,09285, ,영액, ( ? 개 ),,,,,,,,,,,,,,,
06350,09509,보석 전구헬멧, = ,06370, ,삼색 보석전구-A, ( ? 개 ), + ,09262, ,파워 헬멧, ( ? 개 ), + ,06371, ,삼색 보석전구-B, ( ? 개 ),,,,,,,,,,,,,,,
06351,15423,버단트 라이트의 주문서, = ,12432, ,그린 크리스탈 타블렛, ( ? 개 ), + ,12215, ,익스퍼트 마법서, ( ? 개 ), + ,15402, ,네이쳐 스톤, ( ? 개 ),,,,,,,,,,,,,,,
06352,18326,고분자 대검, = ,15379, ,무딘 대검, ( ? 개 ), + ,15299, ,고분자 칼날, ( ? 개 ), + ,15141, ,어토믹 배터리, ( ? 개 ),,,,,,,,,,,,,,,
06353,00021,사령비서 네크로노미콘, = ,18273, ,사령서 네크리카, ( ? 개 ), + ,18264, ,파괴신의 경전, ( ? 개 ), + ,18002, ,암흑룬의 서, ( ? 개 ),,,,,,,,,,,,,,,
06354,18327,파괴의 체인 블레이드, = ,15380, ,체인 블레이드, ( ? 개 ), + ,15346, ,작열인, ( ? 개 ), + ,18264, ,파괴신의 경전, ( ? 개 ),,,,,,,,,,,,,,,
06355,12429,절단의 나뭇잎, = ,03424, ,날카로운 모래, ( ? 개 ), + ,06380, ,그라인더, ( ? 개 ), + ,09483, ,칼날 나뭇잎, ( ? 개 ),,,,,,,,,,,,,,,
06356,18311,크로듐 테이프, = ,15421, ,스페이스리움 테이프, ( ? 개 ), + ,15237, ,크로듐괴, ( ? 개 ), + ,15278, ,스피리츄얼 툴, ( ? 개 ),,,,,,,,,,,,,,,
06357, [ 09501 ] ,티타늄 드라이버, = ,03416, ,굵직한 가지, ( 3 개 ), + ,06474, ,실버 드라이버, ( 2 개 ), + ,06432, ,티타늄 조각, ( 2 개 ),,,,,,,,,,,,,,,
06358,18330,라이온 망토, = ,15260, ,고급 사자가죽, ( ? 개 ), + ,12190, ,고분자 실, ( ? 개 ), + ,06161, ,얼음바늘, ( ? 개 ),,,,,,,,,,,,,,,
06359, [ 09497 ] ,그린 슈즈, = ,00267, ,녹색 파편, ( 3 개 ), + ,03204, ,다부쳐Z, ( 1 개 ), + ,03429, ,망가진 하이힐, ( 2 개 ),,,,,,,,,,,,,,,
06360,12431,엘리멘트 드라이버, = ,09312, ,엘리멘트 메탈, ( ? 개 ), + ,09315, ,전자 드릴, ( ? 개 ), + ,09501, ,티타늄 드라이버, ( ? 개 ),,,,,,,,,,,,,,,
06361,21172,, = ,21169, ,일반, ( ? 개 ), + ,21170, ,일반, ( ? 개 ), + ,21171, ,일반, ( ? 개 ),,,,,,,,,,,,,,,
06362,21164,, = ,21161, ,일반, ( ? 개 ), + ,21162, ,일반, ( ? 개 ), + ,21163, ,일반, ( ? 개 ),,,,,,,,,,,,,,,
06363,,, = ,21134, ,일반, ( ? 개 ), + ,21135, ,일반, ( ? 개 ), + ,21136, ,일반, ( ? 개 ),,,,,,,,,,,,,,,
06364,18444,, = ,18440, ,, ( ? 개 ), + ,18441, ,, ( ? 개 ), + ,18442, ,, ( ? 개 ),,,,,,,,,,,,,,,
06365,18443,, = ,18437, ,, ( ? 개 ), + ,18438, ,, ( ? 개 ), + ,18439, ,, ( ? 개 ),,,,,,,,,,,,,,,
06366,18436,맹약의 반지 - , = ,18432, ,맹약의 반지, ( ? 개 ), + ,18433, ,맹약의 반지, ( ? 개 ), + ,18434, ,맹약의 반지, ( ? 개 ),,,,,,,,,,,,,,,
06367,18435,맹약의 반지 - 連, = ,18429, ,맹약의 반지, ( ? 개 ), + ,18430, ,맹약의 반지, ( ? 개 ), + ,18431, ,맹약의 반지, ( ? 개 ),,,,,,,,,,,,,,,
06368,18084,보룡추 젬 드레이커, = ,18422, ,노란 보석이 박힌 해머 잔해, ( ? 개 ), + ,18423, ,파란 보석이 박힌 해머 잔해, ( ? 개 ), + ,18424, ,보룡추의 봉 부분, ( ? 개 ),,,,,,,,,,,,,,,
06369,18004,무지개 폭탄, = ,18419, ,무지개 폭탄의 외부 조각 1, ( ? 개 ), + ,18420, ,무지개 폭탄의 외부 조각 2, ( ? 개 ), + ,18421, ,무지개 폭탄의 내부, ( ? 개 ),,,,,,,,,,,,,,,
06370,15541,플레일 오브 데저트 로그, = ,15535, ,모래뭍은 플레일 왼쪽 철구, ( ? 개 ), + ,15536, ,모래뭍은 플레일 오른쪽 철구, ( ? 개 ), + ,15537, ,모래뭍은 플레일 손잡이, ( ? 개 ),,,,,,,,,,,,,,,
06371,12512,잊혀진 왕국의 식기세트, = ,12509, ,잊혀진 왕국의 포크, ( ? 개 ), + ,12510, ,잊혀진 왕국의 나이프, ( ? 개 ), + ,12511, ,잊혀진 왕국의 접시, ( ? 개 ),,,,,,,,,,,,,,,
06372,21157,치천의 암순 - 우리네스, = ,21151, ,치천의 암순 - 우리네스, ( ? 개 ), + ,21152, ,치천의 암순 - 우리네스, ( ? 개 ), + ,21153, ,치천의 암순 - 우리네스, ( ? 개 ),,,,,,,,,,,,,,,
06373,21156,치천의 뇌관 - 라파로스, = ,21148, ,치천의 뇌관 - 라파로스, ( ? 개 ), + ,21149, ,치천의 뇌관 - 라파로스, ( ? 개 ), + ,21150, ,치천의 뇌관 - 라파로스, ( ? 개 ),,,,,,,,,,,,,,,
06374,21155,치천의 빙갑 - 가브리온, = ,21145, ,치천의 빙갑 - 가브리온, ( ? 개 ), + ,21146, ,치천의 빙갑 - 가브리온, ( ? 개 ), + ,21147, ,치천의 빙갑 - 가브리온, ( ? 개 ),,,,,,,,,,,,,,,
06375,21154,치천의 염검, = ,21142, ,치천의 염검, ( ? 개 ), + ,21143, ,치천의 염검, ( ? 개 ), + ,21144, ,치천의 염검, ( ? 개 ),,,,,,,,,,,,,,,
06376, [ 06556 ] ,블루 볼, = ,03336, ,하우인, ( ? 개 ), + ,03419, ,저질 보석, ( ? 개 ), + ,03457, ,접착괴, ( ? 개 ),,,,,,,,,,,,,,,
06377,06557,레더 패딩, = ,03422, ,거친 가죽, ( ? 개 ), + ,03423, ,뻑뻑한 가죽, ( ? 개 ), + ,03467, ,가늘은 덩굴, ( ? 개 ),,,,,,,,,,,,,,,
06378,06558,매혹의 드링크, = ,03357, ,분홍 꽃잎, ( ? 개 ), + ,03465, ,정체불명의 독버섯, ( ? 개 ), + ,06515, ,사과, ( ? 개 ),,,,,,,,,,,,,,,
06379,09583,참나무 피켈, = ,00042, ,곡괭이, ( 10 개 ), + ,06355, ,참나무 목재, ( 1 개 ), + ,03475, ,바인딩 파츠, ( 1 개 ),,,,,,,,,,,,,,,
06380,12529,페어리 헤드 육편, = ,12008, ,언데드 페어리의 머리, ( ? 개 ), + ,03469, ,쥐잡이 식칼, ( ? 개 ), + ,03350, ,냉각성 촉매제, ( ? 개 ),,,,,,,,,,,,,,,
06381,15558,난반사의 구슬, = ,12483, ,굴절의 구슬, ( ? 개 ), + ,12476, ,플루오라이트, ( ? 개 ), + ,12473, ,투경석, ( ? 개 ),,,,,,,,,,,,,,,
06382,09584,휠로폰, = ,06255, ,감기약, ( ? 개 ), + ,06292, ,회색 포자, ( ? 개 ), + ,06396, ,진홍 꽃잎, ( ? 개 ),,,,,,,,,,,,,,,
06383,21177,, = ,21179, ,9299번 레시피, ( ? 개 ), + ,18467, ,쾌락의 룬 변이석, ( ? 개 ), + ,18406, ,, ( ? 개 ),,,,,,,,,,,,,,,
06384,21176,, = ,21179, ,9299번 레시피, ( ? 개 ), + ,18465, ,광기의 룬 변이석, ( ? 개 ), + ,18407, ,, ( ? 개 ),,,,,,,,,,,,,,,
06385,21175,, = ,21179, ,9299번 레시피, ( ? 개 ), + ,18464, ,통제의 룬 변이석, ( 2 개 ), + ,18408, ,채굴, ( ? 개 ),,,,,,,,,,,,,,,
06386,21174,, = ,21179, ,9299번 레시피, ( ? 개 ), + ,18462, ,, ( ? 개 ), + ,18406, ,, ( ? 개 ),,,,,,,,,,,,,,,
06387,12530,뒤틀린 투석기, = ,06519, ,고급 목재, ( ? 개 ), + ,06531, ,십자형 접지파츠, ( ? 개 ), + ,09565, ,뒤틀린 석재, ( ? 개 ),,,,,,,,,,,,,,,
06388,09585,보우 매터리얼, = ,06355, ,참나무 목재, ( ? 개 ), + ,06375, ,고무줄, ( ? 개 ), + ,06348, ,명주실, ( ? 개 ),,,,,,,,,,,,,,,
06389,06302,하이 멜팅 파우더, = ,03488, ,멜팅 파우더, ( ? 개 ), + ,03370, ,숯, ( ? 개 ), + ,03350, ,냉각성 촉매제, ( ? 개 ),,,,,,,,,,,,,,,
06390,09586,스태프 매터리얼, = ,06519, ,고급 목재, ( ? 개 ), + ,03487, ,손질용 칼, ( ? 개 ), + ,09536, ,마나 스톤, ( ? 개 ),,,,,,,,,,,,,,,
06391, [ 09128 ] ,고출력 기계손, = ,03460, ,콰츠, ( 1 개 ), + ,00138, ,60mm 베어링, ( 2 개 ), + ,03044, ,기계손, ( 2 개 ),,,,,,,,,,,,,,,
06392,06162,양파 미사일, = ,00141, ,양파, ( ? 개 ), + ,03461, ,핫 젬스톤, ( ? 개 ), + ,06069, ,바스트 미사일, ( ? 개 ),,,,,,,,,,,,,,,
06393,12062,프리즈 하푼, = ,03462, ,콜드 젬스톤, ( ? 개 ), + ,06068, ,머메이드 하푼, ( ? 개 ), + ,09020, ,오우거의 마법서, ( ? 개 ),,,,,,,,,,,,,,,
06394,15019,메이드아가씨의 브래이지어, = ,06003, ,메이드 아가씨의 앞치마, ( ? 개 ), + ,09560, ,거미줄, ( ? 개 ), + ,12010, ,머메이드 브래이지어, ( ? 개 ),,,,,,,,,,,,,,,
06395,06186,푸른 유리 구슬, = ,00072, ,파란 뼈다귀, ( ? 개 ), + ,03006, ,유리 구슬, ( ? 개 ), + ,03460, ,콰츠, ( ? 개 ),,,,,,,,,,,,,,,
06396,06187,보라색 유리 구슬, = ,00129, ,보라색 뼈다귀, ( ? 개 ), + ,03006, ,유리 구슬, ( ? 개 ), + ,03460, ,콰츠, ( ? 개 ),,,,,,,,,,,,,,,
06397,06188,하늘색 유리 구슬, = ,00130, ,하늘색 뼈다귀, ( ? 개 ), + ,03006, ,유리 구슬, ( ? 개 ), + ,03460, ,콰츠, ( ? 개 ),,,,,,,,,,,,,,,
06398,12072,엘레멘탈 개미다리채찍, = ,00046, ,조련용 채찍, ( ? 개 ), + ,03467, ,가늘은 덩굴, ( ? 개 ), + ,06190, ,엘레멘탈 개미다리, ( ? 개 ),,,,,,,,,,,,,,,
06399,09155,포레스트 아머, = ,03161, ,낡은 갑옷, ( ? 개 ), + ,06026, ,숲 엑기스, ( ? 개 ), + ,06504, ,공록석, ( ? 개 ),,,,,,,,,,,,,,,
06400,15022,블리자드 하푼, = ,09082, ,업클교 성서, ( ? 개 ), + ,06507, ,프로사늄 괴, ( ? 개 ), + ,12062, ,프리즈 하푼, ( ? 개 ),,,,,,,,,,,,,,,
06401, [ 09178 ] ,버닝 후라이팬, = ,03152, ,후라이팬, ( 1 개 ), + ,06059, ,화옥, ( 1 개 ), + ,03461, ,핫 젬스톤, ( 2 개 ),,,,,,,,,,,,,,,
06402,12100,벼락 정령의 투구, = ,09566, ,요동치는 화석, ( ? 개 ), + ,09041, ,바람의 정령의 투구, ( ? 개 ), + ,06506, ,엘레늄 괴, ( ? 개 ),,,,,,,,,,,,,,,
06403,12103,베어즈 크러셔, = ,00120, ,다이아몬드 파편, ( ? 개 ), + ,06094, ,백곰 가죽, ( ? 개 ), + ,09220, ,메뚜기 턱, ( ? 개 ),,,,,,,,,,,,,,,
06404,09189,아이언 쉬랍넬의 주문서, = ,03074, ,철판, ( ? 개 ), + ,06153, ,철코팅 마법서, ( ? 개 ), + ,09455, ,변이종유석 조각, ( ? 개 ),,,,,,,,,,,,,,,
06405, [ 06185 ] ,붉은 유리 구슬, = ,00073, ,붉은 뼈다귀, ( 1 개 ), + ,03006, ,유리 구슬, ( 1 개 ), + ,03460, ,콰츠, ( 1 개 ),,,,,,,,,,,,,,,
06406,21005,네더 루닉 소드, = ,21117, ,채굴, ( ? 개 ), + ,18403, ,메딜라의 보석, ( ? 개 ), + ,18022, ,헬 브링거, ( ? 개 ),,,,,,,,,,,,,,,
06407,09258,슈페리어 프로텍션 로브, = ,06044, ,페어리의 날개, ( ? 개 ), + ,06264, ,프로텍션 로브, ( ? 개 ), + ,09537, ,실리콘 덩어리, ( ? 개 ),,,,,,,,,,,,,,,
06408,18023,네이쳐 로브, = ,15521, ,자국화, ( ? 개 ), + ,15402, ,네이쳐 스톤, ( ? 개 ), + ,15103, ,드래곤 스케일 로브, ( ? 개 ),,,,,,,,,,,,,,,
06409,15109,부스트 더스트, = ,06237, ,흑마술의 가루, ( ? 개 ), + ,12574, ,패혈독의 화살, ( ? 개 ), + ,12056, ,마인의 발톱, ( ? 개 ),,,,,,,,,,,,,,,
06410,18026,드레드 본 소드, = ,12171, ,블러디드 소드, ( ? 개 ), + ,15517, ,시식화, ( ? 개 ), + ,15027, ,드레드본, ( ? 개 ),,,,,,,,,,,,,,,
06411, [ 12180 ] ,아스트랄 아머, = ,03161, ,낡은 갑옷, ( 1 개 ), + ,03218, ,아스트랄 세포, ( 3 개 ), + ,09222, ,아스트랄 옥, ( 2 개 ),,,,,,,,,,,,,,,
06412,18037,白銀鈴, = ,15533, ,프로즌 파이어 랜턴, ( ? 개 ), + ,15064, ,은령, ( ? 개 ), + ,18064, ,퓨어 젬스톤, ( ? 개 ),,,,,,,,,,,,,,,
06413,15152,복종의 뿔피리, = ,12056, ,마인의 발톱, ( ? 개 ), + ,12143, ,저주의 피리, ( ? 개 ), + ,12495, ,비룡의 뼈, ( ? 개 ),,,,,,,,,,,,,,,
06414,12212,컴포짓 보우, = ,06519, ,고급 목재, ( ? 개 ), + ,06299, ,플레인 보우, ( ? 개 ), + ,09560, ,거미줄, ( ? 개 ),,,,,,,,,,,,,,,
06415,12220,냉각액, = ,06281, ,지저괴수의 앞발, ( ? 개 ), + ,09556, ,진한 수액, ( ? 개 ), + ,09285, ,영액, ( ? 개 ),,,,,,,,,,,,,,,
06416,15164,, = ,12183, ,대해괴수의 폐, ( ? 개 ), + ,12220, ,냉각액, ( ? 개 ), + ,15518, ,수정 딸기, ( ? 개 ),,,,,,,,,,,,,,,
06417, [ 12233 ] ,다마스커스 괴, = ,06302, ,하이 멜팅 파우더, ( ? 개 ), + ,09542, ,루틸, ( ? 개 ), + ,09329, ,강철괴, ( ? 개 ),,,,,,,,,,,,,,,
06418,18068,스타 티어 다이아몬드, = ,12473, ,투경석, ( ? 개 ), + ,15175, ,블루 다이아몬드, ( ? 개 ), + ,18034, ,퓨엘리움 덩어리, ( ? 개 ),,,,,,,,,,,,,,,
06419,12239,더스트 서클릿, = ,03293, ,동판, ( ? 개 ), + ,09565, ,뒤틀린 석재, ( ? 개 ), + ,12221, ,더스튬 괴, ( ? 개 ),,,,,,,,,,,,,,,
06420,12240,퓨어 멜팅 파우더, = ,06302, ,하이 멜팅 파우더, ( ? 개 ), + ,09562, ,유황온천수, ( ? 개 ), + ,09433, ,미스릴액, ( ? 개 ),,,,,,,,,,,,,,,
06421, [ 09364 ] ,실버 코팅 타일, = ,06432, ,티타늄 조각, ( ? 개 ), + ,06509, ,탄력의 구슬, ( ? 개 ), + ,09330, ,아이언 실드, ( ? 개 ),,,,,,,,,,,,,,,
06422,09366,퀵 휩, = ,00046, ,조련용 채찍, ( ? 개 ), + ,03467, ,가늘은 덩굴, ( ? 개 ), + ,06520, ,솔방울, ( ? 개 ),,,,,,,,,,,,,,,
06423,09368,이글 픽, = ,03468, ,다듬어진 동물의 뼈, ( ? 개 ), + ,06227, ,역기 봉, ( ? 개 ), + ,06326, ,독수리 부리, ( ? 개 ),,,,,,,,,,,,,,,
06424,15141,어토믹 배터리, = ,09515, ,형광 엑토플라즘, ( ? 개 ), + ,09369, ,에너지 배터리, ( ? 개 ), + ,15520, ,전력수, ( ? 개 ),,,,,,,,,,,,,,,
06425,12260,스페이스 타일, = ,06511, ,블랙 콰츠, ( ? 개 ), + ,06345, ,프레스 머신, ( ? 개 ), + ,12222, ,스페이스리움, ( ? 개 ),,,,,,,,,,,,,,,
06426,18104,지혜의 마법서, = ,15376, ,옛지식의 껍질, ( ? 개 ), + ,15540, ,무한회랑의 상, ( ? 개 ), + ,15214, ,지식의 두루마리, ( ? 개 ),,,,,,,,,,,,,,,
06427,12284,강화고무망치, = ,06509, ,탄력의 구슬, ( ? 개 ), + ,09544, ,자갈 에센스, ( ? 개 ), + ,09389, ,천연고무망치, ( ? 개 ),,,,,,,,,,,,,,,
06428,09392,퀵 크로우, = ,03457, ,접착괴, ( ? 개 ), + ,06357, ,다람쥐 이빨, ( ? 개 ), + ,06315, ,핑거 익스텐드 글로브, ( ? 개 ),,,,,,,,,,,,,,,
06429,18107,마나 스컬, = ,15442, ,메모리 오브, ( ? 개 ), + ,15523, ,마력수정 ic 칩, ( ? 개 ), + ,15202, ,크리스탈 스컬, ( ? 개 ),,,,,,,,,,,,,,,
